Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,NumMosquitos_sum,species_culex_erraticus,species_culex_pipiens,species_culex_pipiens_restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,species_unspecified_culex,month_of_year,week_of_year,year_and_month,year,reference_weather_stn,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_datetime,Sunset_datetime,CodeSum_BCFG,CodeSum_BR,CodeSum_DZ,CodeSum_FG,CodeSum_FG+,CodeSum_FU,CodeSum_GR,CodeSum_HZ,CodeSum_MIFG,CodeSum_RA,CodeSum_SN,CodeSum_SQ,CodeSum_TS,CodeSum_TSRA,CodeSum_VCFG,CodeSum_VCTS,Tavg_mean_past7day,WetBulb_mean_past7day,Heat_mean_past7day,Cool_mean_past7day,AvgSpeed_mean_past7day,PrecipTotal_mean_past7day,CodeSum_RA_sum_past7day,CodeSum_TSRA_sum_past7day,CodeSum_DZ_sum_past7day,data_availability_for_7_days,Tavg_mean_past14day,WetBulb_mean_past14day,Heat_mean_past14day,Cool_mean_past14day,AvgSpeed_mean_past14day,PrecipTotal_mean_past14day,CodeSum_RA_sum_past14day,CodeSum_TSRA_sum_past14day,CodeSum_DZ_sum_past14day,data_availability_for_14_days,CodeSum_RA_sum_past21day,CodeSum_TSRA_sum_past21day,CodeSum_DZ_sum_past21day,data_availability_for_21_days,sp_count_past_7_days_25_meters,sp_count_past_7_days_50_meters,sp_count_past_7_days_75_meters,sp_count_past_14_days_25_meters,sp_count_past_14_days_50_meters,sp_count_past_14_days_75_meters,daylight_duration_in_minutes
2007-06-05,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,3.0,0,0,1,0,0,0,0,0,6,23,2007-06,2007,1,1,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.57142857142857,62.42857142857143,1.2857142857142858,5.857142857142858,8.32857142857143,0.15142857142857144,5,3,0,7,68.78571428571429,60.5,1.3571428571428572,5.142857142857143,8.907142857142857,0.15228571428571427,9,4,0,14,11,4,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,5.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,1,1,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.57142857142857,62.42857142857143,1.2857142857142858,5.857142857142858,8.32857142857143,0.15142857142857144,5,3,0,7,68.78571428571429,60.5,1.3571428571428572,5.142857142857143,8.907142857142857,0.15228571428571427,9,4,0,14,11,4,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1.0,0,1,0,0,0,0,0,0,6,23,2007-06,2007,1,1,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.57142857142857,62.42857142857143,1.2857142857142858,5.857142857142858,8.32857142857143,0.15142857142857144,5,3,0,7,68.78571428571429,60.5,1.3571428571428572,5.142857142857143,8.907142857142857,0.15228571428571427,9,4,0,14,11,4,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1.0,0,0,1,0,0,0,0,0,6,23,2007-06,2007,1,1,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.57142857142857,62.42857142857143,1.2857142857142858,5.857142857142858,8.32857142857143,0.15142857142857144,5,3,0,7,68.78571428571429,60.5,1.3571428571428572,5.142857142857143,8.907142857142857,0.15228571428571427,9,4,0,14,11,4,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,2.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,1,1,64,47,56,-9,48,51,9,0,0.42,29.1,29.79,5.2,5,7.6,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69.57142857142857,62.42857142857143,1.2857142857142858,5.857142857142858,8.32857142857143,0.15142857142857144,5,3,0,7,68.78571428571429,60.5,1.3571428571428572,5.142857142857143,8.907142857142857,0.15228571428571427,9,4,0,14,11,4,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1.0,0,0,1,0,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1.0,0,1,0,0,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000002,0,1.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1.0,0,0,1,0,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,2.0,0,1,0,0,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,2.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1.0,0,0,1,0,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
2007-06-05,CULEX RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1.0,0,0,0,1,0,0,0,0,6,23,2007-06,2007,2,2,63,51,57,-9,47,52,8,0,0.27,29.16,29.78,6.2,3,8.1,2007-06-05 04:17:00,2007-06-05 19:23:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,71.14285714285714,63.14285714285714,1.2857142857142858,7.428571428571429,8.385714285714286,0.23442857142857146,5,1,0,7,70.28571428571429,61.14285714285714,1.2142857142857142,6.5,8.778571428571428,0.14942857142857144,9,2,0,14,11,3,0,21,0,0,0,0,0,0,906.0
