Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,NumMosquitos_sum
2007-06-05,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,1.0
2007-06-05,CULEX RESTUANS,91, W HIGGINS AVE,T009,41.981964000000005,-87.812827,0,2.0
2007-06-05,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,1.0
2007-06-05,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,1.0
2007-06-05,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,0,1.0
2007-06-05,CULEX RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,1.0
2007-06-05,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,2.0
2007-06-05,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801497999999995,-87.763416,0,1.0
2007-06-05,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,3.0
2007-06-05,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,1.0
2007-06-05,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7.0
2007-06-05,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,41.869215999999994,-87.627561,0,1.0
2007-06-05,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,2.0
2007-06-05,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,4.0
2007-06-05,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,1.0
2007-06-05,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,1.0
2007-06-05,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,2.0
2007-06-05,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,1.0
2007-06-05,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,3.0
2007-06-05,CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,1.0
2007-06-05,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,2.0
2007-06-05,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,1.0
2007-06-05,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,1.0
2007-06-05,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,2.0
2007-06-05,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,1.0
2007-06-05,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,10.0
2007-06-05,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,1.0
2007-06-05,CULEX RESTUANS,21, N LAWLER AVE,T154,41.918704999999996,-87.752329,0,1.0
2007-06-05,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,3.0
2007-06-05,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8.0
2007-06-05,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725516999999996,-87.61425799999999,0,1.0
2007-06-05,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,2.0
2007-06-05,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,1.0
2007-06-05,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1.0
2007-06-26,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,4.0
2007-06-26,CULEX SALINARIUS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,1.0
2007-06-26,CULEX RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,4.0
2007-06-26,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1.0
2007-06-26,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,1.0
2007-06-26,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,6.0
2007-06-26,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,2.0
2007-06-26,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,1.0
2007-06-26,CULEX RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1.0
2007-06-26,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,2.0
2007-06-26,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,5.0
2007-06-26,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,1.0
2007-06-26,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,2.0
2007-06-26,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,2.0
2007-06-26,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,2.0
2007-06-26,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,4.0
2007-06-26,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,2.0
2007-06-26,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,2.0
2007-06-26,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,1.0
2007-06-26,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,9.0
2007-06-26,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,2.0
2007-06-26,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,3.0
2007-06-26,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,10.0
2007-06-26,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,19.0
2007-06-26,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,20.0
2007-06-26,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,25.0
2007-06-26,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,6.0
2007-06-26,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,1.0
2007-06-26,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,3.0
2007-06-26,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,4.0
2007-06-26,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,6.0
2007-06-26,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,1.0
2007-06-26,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,2.0
2007-06-26,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,3.0
2007-06-26,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,6.0
2007-06-26,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,1.0
2007-06-26,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,4.0
2007-06-26,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,41.953705,-87.733974,0,1.0
2007-06-26,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,2.0
2007-06-26,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1.0
2007-06-26,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1.0
2007-06-26,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.77792099999999,0,2.0
2007-06-26,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,2.0
2007-06-26,CULEX RESTUANS,27, S WESTERN AVE,T034,41.843810999999995,-87.686763,0,1.0
2007-06-26,CULEX RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,21, S HAMLIN AVE,T040,41.852652,-87.719887,0,5.0
2007-06-26,CULEX RESTUANS,21, S HAMLIN AVE,T040,41.852652,-87.719887,0,1.0
2007-06-26,CULEX RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,1.0
2007-06-26,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,0,1.0
2007-06-26,CULEX RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,2.0
2007-06-26,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,0,1.0
2007-06-26,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,3.0
2007-06-26,CULEX RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,5.0
2007-06-26,CULEX RESTUANS,18, W LELAND AVE,T219,41.966986999999996,-87.674677,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,2.0
2007-06-29,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1.0
2007-06-29,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,2.0
2007-06-29,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,2.0
2007-06-29,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,3.0
2007-06-29,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,2.0
2007-06-29,CULEX PIPIENS,22, W 113TH ST,T086,41.688324,-87.676709,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,1.0
2007-06-29,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,1.0
2007-06-29,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999128999999996,-87.795585,0,3.0
2007-06-29,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,2.0
2007-06-29,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,2.0
2007-06-29,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,2.0
2007-06-29,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,2.0
2007-06-29,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,1.0
2007-06-29,CULEX PIPIENS,50, S CENTRAL AVE,T031,41.801497999999995,-87.763416,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,1.0
2007-06-29,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,6.0
2007-06-29,CULEX PIPIENS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,3.0
2007-06-29,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,3.0
2007-06-29,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,1.0
2007-06-29,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,1.0
2007-06-29,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,2.0
2007-06-29,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,1.0
2007-06-29,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,5.0
2007-06-29,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,6.0
2007-06-29,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,5.0
2007-06-29,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,2.0
2007-06-29,CULEX RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,3.0
2007-06-29,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,1.0
2007-06-29,CULEX PIPIENS,10, W 95TH ST,T085,41.721474,-87.648064,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,1.0
2007-06-29,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,1.0
2007-06-29,CULEX RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214000000001,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,1.0
2007-06-29,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,0,1.0
2007-06-29,CULEX RESTUANS,20, E 111TH ST,T084,41.692555,-87.598865,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,41.94016,-87.794896,0,1.0
2007-06-29,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,41.903002,-87.68826700000001,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,3.0
2007-07-02,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,4.0
2007-07-02,CULEX RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,4.0
2007-07-02,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,3.0
2007-07-02,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2.0
2007-07-02,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,3.0
2007-07-02,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000001,0,16.0
2007-07-02,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,2.0
2007-07-02,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,2.0
2007-07-02,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,3.0
2007-07-02,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,3.0
2007-07-02,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,4.0
2007-07-02,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,3.0
2007-07-02,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999999,0,1.0
2007-07-02,CULEX RESTUANS,91, W HIGGINS AVE,T009,41.981964000000005,-87.812827,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,6.0
2007-07-02,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000001,0,1.0
2007-07-02,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999999,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,1.0
2007-07-02,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,5.0
2007-07-02,CULEX PIPIENS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,2.0
2007-07-02,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,11.0
2007-07-02,CULEX RESTUANS,11, S STATE ST,T092,41.869215999999994,-87.627561,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,16.0
2007-07-02,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,12.0
2007-07-02,CULEX SALINARIUS,42, W 127TH PL,T135,41.662014,-87.72460799999999,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,1.0
2007-07-02,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,1.0
2007-07-02,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,1.0
2007-07-02,CULEX RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,5.0
2007-07-02,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,41.918704999999996,-87.752329,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,28.0
2007-07-02,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,4.0
2007-07-02,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,2.0
2007-07-02,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,41.964242,-87.757639,0,1.0
2007-07-02,CULEX RESTUANS,60, N AVONDALE AVE,T006,41.990284,-87.797127,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.77792099999999,0,4.0
2007-07-02,CULEX RESTUANS,70, N MOSELL AVE,T008,42.008314,-87.77792099999999,0,3.0
2007-07-02,CULEX SALINARIUS,61, N LEMONT AVE,T012,41.991429,-87.747113,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,1.0
2007-07-02,CULEX RESTUANS,68, W BELDEN AVE,T037,41.921177,-87.79518,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,41.857402,-87.694991,0,5.0
2007-07-02,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,4.0
2007-07-02,CULEX RESTUANS,11, S CALIFORNIA,T047,41.868142,-87.696269,0,8.0
2007-07-02,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,41.846283,-87.656913,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,41.721474,-87.648064,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,10, S CALIFORNIA AVE,T088,41.869107,-87.69629300000001,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,3.0
2007-07-02,CULEX RESTUANS,96, S HOYNE AVE,T161,41.719059,-87.675088,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,6.0
2007-07-02,CULEX RESTUANS,61, W FULLERTON AVE,T013,41.923738,-87.785288,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,5.0
2007-07-02,CULEX RESTUANS,64, W STRONG ST,T014,41.970248,-87.787992,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,12, W GREENLEAF AVE,T018,42.010412,-87.66214000000001,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,3.0
2007-07-02,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,41.899229999999996,-87.716788,0,2.0
2007-07-02,CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,41.942114000000004,-87.776385,0,3.0
2007-07-02,CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,41.960615999999995,-87.777189,0,1.0
2007-07-02,CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,2.0
2007-07-02,CULEX RESTUANS,33, E RANDOLPH ST,T044,41.883284,-87.705085,0,1.0
